,ind,variable,value
13511,71,PD13764,56.0
13512,72,PD13764,38.0
13513,73,PD13764,28.0
13514,74,PD13764,35.0
13515,75,PD13764,39.0
13516,76,PD13764,44.0
13517,77,PD13764,51.0
13518,78,PD13764,38.0
13519,79,PD13764,67.0
13520,80,PD13764,41.0
13521,81,PD13764,16.0
13522,82,PD13764,17.0
13523,83,PD13764,30.0
13524,84,PD13764,12.0
13525,85,PD13764,17.0
13526,86,PD13764,25.0
13527,87,PD13764,30.0
13528,88,PD13764,3.0
13529,89,PD13764,10.0
13530,90,PD13764,15.0
13531,91,PD13764,26.0
13532,92,PD13764,24.0
13533,93,PD13764,18.0
13534,94,PD13764,40.0
13535,95,PD13764,73.0
13536,0,PD13765,197.0
13537,1,PD13765,87.0
13538,2,PD13765,8.0
13539,3,PD13765,86.0
13540,4,PD13765,166.0
13541,5,PD13765,79.0
13542,6,PD13765,25.0
13543,7,PD13765,105.0
13544,8,PD13765,304.0
13545,9,PD13765,82.0
13546,10,PD13765,17.0
13547,11,PD13765,161.0
13548,12,PD13765,193.0
13549,13,PD13765,144.0
13550,14,PD13765,33.0
13551,15,PD13765,318.0
13552,16,PD13765,26.0
13553,17,PD13765,35.0
13554,18,PD13765,6.0
13555,19,PD13765,23.0
13556,20,PD13765,17.0
13557,21,PD13765,15.0
13558,22,PD13765,5.0
13559,23,PD13765,29.0
13560,24,PD13765,14.0
13561,25,PD13765,15.0
13562,26,PD13765,4.0
13563,27,PD13765,13.0
13564,28,PD13765,47.0
13565,29,PD13765,30.0
13566,30,PD13765,6.0
13567,31,PD13765,89.0
13568,32,PD13765,75.0
13569,33,PD13765,45.0
13570,34,PD13765,248.0
13571,35,PD13765,41.0
13572,36,PD13765,99.0
13573,37,PD13765,106.0
13574,38,PD13765,171.0
13575,39,PD13765,75.0
13576,40,PD13765,90.0
13577,41,PD13765,80.0
13578,42,PD13765,205.0
13579,43,PD13765,85.0
13580,44,PD13765,161.0
13581,45,PD13765,144.0
13582,46,PD13765,115.0
13583,47,PD13765,120.0
13584,48,PD13765,41.0
13585,49,PD13765,31.0
13586,50,PD13765,37.0
13587,51,PD13765,63.0
13588,52,PD13765,15.0
13589,53,PD13765,27.0
13590,54,PD13765,16.0
13591,55,PD13765,25.0
13592,56,PD13765,10.0
13593,57,PD13765,14.0
13594,58,PD13765,22.0
13595,59,PD13765,20.0
13596,60,PD13765,53.0
13597,61,PD13765,29.0
13598,62,PD13765,14.0
13599,63,PD13765,48.0
13600,64,PD13765,51.0
13601,65,PD13765,20.0
13602,66,PD13765,52.0
13603,67,PD13765,55.0
13604,68,PD13765,27.0
13605,69,PD13765,21.0
13606,70,PD13765,35.0
13607,71,PD13765,32.0
13608,72,PD13765,27.0
13609,73,PD13765,18.0
13610,74,PD13765,27.0
13611,75,PD13765,43.0
13612,76,PD13765,28.0
13613,77,PD13765,29.0
13614,78,PD13765,29.0
13615,79,PD13765,38.0
13616,80,PD13765,40.0
13617,81,PD13765,14.0
13618,82,PD13765,8.0
13619,83,PD13765,18.0
13620,84,PD13765,10.0
13621,85,PD13765,14.0
13622,86,PD13765,8.0
13623,87,PD13765,17.0
13624,88,PD13765,8.0
13625,89,PD13765,5.0
13626,90,PD13765,8.0
13627,91,PD13765,10.0
13628,92,PD13765,15.0
13629,93,PD13765,17.0
13630,94,PD13765,19.0
13631,95,PD13765,32.0
13632,0,PD13766,31.0
13633,1,PD13766,31.0
13634,2,PD13766,3.0
13635,3,PD13766,17.0
13636,4,PD13766,24.0
13637,5,PD13766,15.0
13638,6,PD13766,4.0
13639,7,PD13766,16.0
13640,8,PD13766,29.0
13641,9,PD13766,15.0
13642,10,PD13766,3.0
13643,11,PD13766,11.0
13644,12,PD13766,55.0
13645,13,PD13766,46.0
13646,14,PD13766,8.0
13647,15,PD13766,44.0
13648,16,PD13766,10.0
13649,17,PD13766,9.0
13650,18,PD13766,3.0
13651,19,PD13766,18.0
13652,20,PD13766,8.0
13653,21,PD13766,9.0
13654,22,PD13766,2.0
13655,23,PD13766,11.0
13656,24,PD13766,8.0
13657,25,PD13766,4.0
13658,26,PD13766,2.0
13659,27,PD13766,7.0
13660,28,PD13766,277.0
13661,29,PD13766,72.0
13662,30,PD13766,26.0
13663,31,PD13766,359.0
13664,32,PD13766,45.0
13665,33,PD13766,29.0
13666,34,PD13766,79.0
13667,35,PD13766,25.0
13668,36,PD13766,57.0
13669,37,PD13766,42.0
13670,38,PD13766,63.0
13671,39,PD13766,57.0
13672,40,PD13766,46.0
13673,41,PD13766,29.0
13674,42,PD13766,73.0
13675,43,PD13766,32.0
13676,44,PD13766,768.0
13677,45,PD13766,200.0
13678,46,PD13766,114.0
13679,47,PD13766,421.0
13680,48,PD13766,16.0
13681,49,PD13766,21.0
13682,50,PD13766,12.0
13683,51,PD13766,26.0
13684,52,PD13766,7.0
13685,53,PD13766,13.0
13686,54,PD13766,6.0
13687,55,PD13766,10.0
13688,56,PD13766,6.0
13689,57,PD13766,9.0
13690,58,PD13766,11.0
13691,59,PD13766,5.0
13692,60,PD13766,20.0
13693,61,PD13766,5.0
13694,62,PD13766,5.0
13695,63,PD13766,19.0
13696,64,PD13766,31.0
13697,65,PD13766,12.0
13698,66,PD13766,25.0
13699,67,PD13766,46.0
13700,68,PD13766,11.0
13701,69,PD13766,12.0
13702,70,PD13766,12.0
13703,71,PD13766,15.0
13704,72,PD13766,9.0
13705,73,PD13766,6.0
13706,74,PD13766,9.0
13707,75,PD13766,26.0
13708,76,PD13766,24.0
13709,77,PD13766,13.0
13710,78,PD13766,14.0
13711,79,PD13766,18.0
13712,80,PD13766,13.0
13713,81,PD13766,2.0
13714,82,PD13766,7.0
13715,83,PD13766,10.0
13716,84,PD13766,1.0
13717,85,PD13766,7.0
13718,86,PD13766,4.0
13719,87,PD13766,18.0
13720,88,PD13766,2.0
13721,89,PD13766,2.0
13722,90,PD13766,2.0
13723,91,PD13766,4.0
13724,92,PD13766,11.0
13725,93,PD13766,2.0
13726,94,PD13766,4.0
13727,95,PD13766,17.0
13728,0,PD13767,34.0
13729,1,PD13767,28.0
13730,2,PD13767,3.0
13731,3,PD13767,34.0
13732,4,PD13767,41.0
13733,5,PD13767,23.0
13734,6,PD13767,8.0
13735,7,PD13767,27.0
13736,8,PD13767,39.0
13737,9,PD13767,22.0
13738,10,PD13767,6.0
13739,11,PD13767,28.0
13740,12,PD13767,38.0
13741,13,PD13767,44.0
13742,14,PD13767,12.0
13743,15,PD13767,71.0
13744,16,PD13767,19.0
13745,17,PD13767,12.0
13746,18,PD13767,2.0
13747,19,PD13767,12.0
13748,20,PD13767,10.0
13749,21,PD13767,13.0
13750,22,PD13767,7.0
13751,23,PD13767,19.0
13752,24,PD13767,11.0
13753,25,PD13767,6.0
13754,26,PD13767,1.0
13755,27,PD13767,14.0
13756,28,PD13767,33.0
13757,29,PD13767,24.0
13758,30,PD13767,4.0
13759,31,PD13767,53.0
13760,32,PD13767,60.0
13761,33,PD13767,38.0
13762,34,PD13767,126.0
13763,35,PD13767,36.0
13764,36,PD13767,63.0
13765,37,PD13767,47.0
13766,38,PD13767,67.0
13767,39,PD13767,49.0
13768,40,PD13767,53.0
13769,41,PD13767,49.0
13770,42,PD13767,92.0
13771,43,PD13767,30.0
13772,44,PD13767,162.0
13773,45,PD13767,84.0
13774,46,PD13767,71.0
13775,47,PD13767,97.0
13776,48,PD13767,19.0
13777,49,PD13767,19.0
13778,50,PD13767,31.0
13779,51,PD13767,39.0
13780,52,PD13767,8.0
13781,53,PD13767,14.0
13782,54,PD13767,11.0
13783,55,PD13767,15.0
13784,56,PD13767,14.0
13785,57,PD13767,13.0
13786,58,PD13767,11.0
13787,59,PD13767,19.0
13788,60,PD13767,28.0
13789,61,PD13767,13.0
13790,62,PD13767,14.0
13791,63,PD13767,28.0
13792,64,PD13767,59.0
13793,65,PD13767,15.0
13794,66,PD13767,39.0
13795,67,PD13767,38.0
13796,68,PD13767,17.0
13797,69,PD13767,10.0
13798,70,PD13767,19.0
13799,71,PD13767,18.0
13800,72,PD13767,16.0
13801,73,PD13767,16.0
13802,74,PD13767,15.0
13803,75,PD13767,24.0
13804,76,PD13767,19.0
13805,77,PD13767,13.0
13806,78,PD13767,14.0
13807,79,PD13767,34.0
13808,80,PD13767,10.0
13809,81,PD13767,7.0
13810,82,PD13767,13.0
13811,83,PD13767,11.0
13812,84,PD13767,6.0
13813,85,PD13767,13.0
13814,86,PD13767,9.0
13815,87,PD13767,17.0
13816,88,PD13767,2.0
13817,89,PD13767,7.0
13818,90,PD13767,5.0
13819,91,PD13767,5.0
13820,92,PD13767,10.0
13821,93,PD13767,5.0
13822,94,PD13767,11.0
13823,95,PD13767,23.0
13824,0,PD13768,14.0
13825,1,PD13768,17.0
13826,2,PD13768,1.0
13827,3,PD13768,10.0
13828,4,PD13768,16.0
13829,5,PD13768,6.0
13830,6,PD13768,4.0
13831,7,PD13768,6.0
13832,8,PD13768,13.0
13833,9,PD13768,14.0
13834,10,PD13768,1.0
13835,11,PD13768,5.0
13836,12,PD13768,20.0
13837,13,PD13768,21.0
13838,14,PD13768,3.0
13839,15,PD13768,24.0
13840,16,PD13768,4.0
13841,17,PD13768,5.0
13842,18,PD13768,1.0
13843,19,PD13768,6.0
13844,20,PD13768,5.0
13845,21,PD13768,11.0
13846,22,PD13768,1.0
13847,23,PD13768,8.0
13848,24,PD13768,2.0
13849,25,PD13768,6.0
13850,26,PD13768,2.0
13851,27,PD13768,6.0
13852,28,PD13768,7.0
13853,29,PD13768,8.0
13854,30,PD13768,0.0
13855,31,PD13768,17.0
13856,32,PD13768,26.0
13857,33,PD13768,16.0
13858,34,PD13768,103.0
13859,35,PD13768,22.0
13860,36,PD13768,30.0
13861,37,PD13768,21.0
13862,38,PD13768,51.0
13863,39,PD13768,29.0
13864,40,PD13768,22.0
13865,41,PD13768,29.0
13866,42,PD13768,75.0
13867,43,PD13768,22.0
13868,44,PD13768,33.0
13869,45,PD13768,35.0
13870,46,PD13768,34.0
13871,47,PD13768,28.0
13872,48,PD13768,10.0
13873,49,PD13768,12.0
13874,50,PD13768,14.0
13875,51,PD13768,19.0
13876,52,PD13768,4.0
13877,53,PD13768,3.0
13878,54,PD13768,10.0
13879,55,PD13768,9.0
13880,56,PD13768,4.0
13881,57,PD13768,4.0
13882,58,PD13768,3.0
13883,59,PD13768,4.0
13884,60,PD13768,34.0
13885,61,PD13768,2.0
13886,62,PD13768,4.0
13887,63,PD13768,15.0
13888,64,PD13768,35.0
13889,65,PD13768,14.0
13890,66,PD13768,22.0
13891,67,PD13768,31.0
13892,68,PD13768,9.0
13893,69,PD13768,7.0
13894,70,PD13768,15.0
13895,71,PD13768,15.0
13896,72,PD13768,14.0
13897,73,PD13768,12.0
13898,74,PD13768,17.0
13899,75,PD13768,13.0
13900,76,PD13768,24.0
13901,77,PD13768,9.0
13902,78,PD13768,17.0
13903,79,PD13768,23.0
13904,80,PD13768,5.0
13905,81,PD13768,1.0
13906,82,PD13768,6.0
13907,83,PD13768,8.0
13908,84,PD13768,4.0
13909,85,PD13768,5.0
13910,86,PD13768,4.0
13911,87,PD13768,5.0
13912,88,PD13768,4.0
13913,89,PD13768,0.0
13914,90,PD13768,1.0
13915,91,PD13768,2.0
13916,92,PD13768,5.0
13917,93,PD13768,1.0
13918,94,PD13768,6.0
13919,95,PD13768,27.0
13920,0,PD13770,55.0
13921,1,PD13770,33.0
13922,2,PD13770,4.0
13923,3,PD13770,19.0
13924,4,PD13770,35.0
13925,5,PD13770,22.0
13926,6,PD13770,2.0
13927,7,PD13770,19.0
13928,8,PD13770,48.0
13929,9,PD13770,21.0
13930,10,PD13770,3.0
13931,11,PD13770,38.0
13932,12,PD13770,39.0
13933,13,PD13770,45.0
13934,14,PD13770,9.0
13935,15,PD13770,78.0
13936,16,PD13770,9.0
13937,17,PD13770,9.0
13938,18,PD13770,5.0
13939,19,PD13770,16.0
13940,20,PD13770,9.0
13941,21,PD13770,9.0
13942,22,PD13770,4.0
13943,23,PD13770,12.0
13944,24,PD13770,8.0
13945,25,PD13770,6.0
13946,26,PD13770,1.0
13947,27,PD13770,6.0
13948,28,PD13770,19.0
13949,29,PD13770,11.0
13950,30,PD13770,4.0
13951,31,PD13770,31.0
13952,32,PD13770,37.0
13953,33,PD13770,20.0
13954,34,PD13770,121.0
13955,35,PD13770,31.0
13956,36,PD13770,40.0
13957,37,PD13770,28.0
13958,38,PD13770,82.0
13959,39,PD13770,35.0
13960,40,PD13770,36.0
13961,41,PD13770,28.0
13962,42,PD13770,82.0
13963,43,PD13770,24.0
13964,44,PD13770,76.0
13965,45,PD13770,48.0
13966,46,PD13770,48.0
13967,47,PD13770,52.0
13968,48,PD13770,12.0
13969,49,PD13770,17.0
13970,50,PD13770,25.0
13971,51,PD13770,33.0
13972,52,PD13770,6.0
13973,53,PD13770,11.0
13974,54,PD13770,13.0
13975,55,PD13770,12.0
13976,56,PD13770,11.0
13977,57,PD13770,9.0
13978,58,PD13770,7.0
13979,59,PD13770,5.0
13980,60,PD13770,33.0
13981,61,PD13770,11.0
13982,62,PD13770,13.0
13983,63,PD13770,20.0
13984,64,PD13770,37.0
13985,65,PD13770,8.0
13986,66,PD13770,24.0
13987,67,PD13770,34.0
13988,68,PD13770,10.0
13989,69,PD13770,8.0
13990,70,PD13770,13.0
13991,71,PD13770,28.0
13992,72,PD13770,10.0
13993,73,PD13770,8.0
13994,74,PD13770,16.0
13995,75,PD13770,23.0
13996,76,PD13770,24.0
13997,77,PD13770,12.0
13998,78,PD13770,18.0
13999,79,PD13770,31.0
14000,80,PD13770,6.0
14001,81,PD13770,4.0
14002,82,PD13770,8.0
14003,83,PD13770,11.0
14004,84,PD13770,5.0
14005,85,PD13770,4.0
14006,86,PD13770,6.0
14007,87,PD13770,12.0
14008,88,PD13770,6.0
14009,89,PD13770,5.0
14010,90,PD13770,1.0
14011,91,PD13770,8.0
14012,92,PD13770,6.0
14013,93,PD13770,10.0
14014,94,PD13770,3.0
14015,95,PD13770,25.0
14016,0,PD13771,240.0
14017,1,PD13771,233.0
14018,2,PD13771,29.0
14019,3,PD13771,214.0
14020,4,PD13771,204.0
14021,5,PD13771,211.0
14022,6,PD13771,25.0
14023,7,PD13771,191.0
14024,8,PD13771,137.0
14025,9,PD13771,147.0
14026,10,PD13771,22.0
14027,11,PD13771,129.0
14028,12,PD13771,224.0
14029,13,PD13771,232.0
14030,14,PD13771,29.0
14031,15,PD13771,315.0
14032,16,PD13771,166.0
14033,17,PD13771,111.0
14034,18,PD13771,32.0
14035,19,PD13771,149.0
14036,20,PD13771,112.0
14037,21,PD13771,107.0
14038,22,PD13771,27.0
14039,23,PD13771,199.0
14040,24,PD13771,72.0
14041,25,PD13771,74.0
14042,26,PD13771,24.0
14043,27,PD13771,135.0
14044,28,PD13771,476.0
14045,29,PD13771,242.0
14046,30,PD13771,31.0
14047,31,PD13771,727.0
14048,32,PD13771,230.0
14049,33,PD13771,149.0
14050,34,PD13771,165.0
14051,35,PD13771,232.0
14052,36,PD13771,187.0
14053,37,PD13771,209.0
14054,38,PD13771,142.0
14055,39,PD13771,312.0
14056,40,PD13771,164.0
14057,41,PD13771,142.0
14058,42,PD13771,111.0
14059,43,PD13771,165.0
14060,44,PD13771,505.0
14061,45,PD13771,327.0
14062,46,PD13771,104.0
14063,47,PD13771,390.0
14064,48,PD13771,91.0
14065,49,PD13771,96.0
14066,50,PD13771,96.0
14067,51,PD13771,163.0
14068,52,PD13771,80.0
14069,53,PD13771,121.0
14070,54,PD13771,109.0
14071,55,PD13771,162.0
14072,56,PD13771,47.0
14073,57,PD13771,39.0
14074,58,PD13771,46.0
14075,59,PD13771,111.0
14076,60,PD13771,132.0
14077,61,PD13771,82.0
14078,62,PD13771,63.0
14079,63,PD13771,201.0
14080,64,PD13771,199.0
14081,65,PD13771,82.0
14082,66,PD13771,108.0
14083,67,PD13771,172.0
14084,68,PD13771,90.0
14085,69,PD13771,118.0
14086,70,PD13771,67.0
14087,71,PD13771,122.0
14088,72,PD13771,76.0
14089,73,PD13771,61.0
14090,74,PD13771,65.0
14091,75,PD13771,105.0
14092,76,PD13771,83.0
14093,77,PD13771,83.0
14094,78,PD13771,61.0
14095,79,PD13771,124.0
14096,80,PD13771,51.0
14097,81,PD13771,33.0
14098,82,PD13771,81.0
14099,83,PD13771,66.0
14100,84,PD13771,48.0
14101,85,PD13771,41.0
14102,86,PD13771,89.0
14103,87,PD13771,97.0
14104,88,PD13771,27.0
14105,89,PD13771,27.0
14106,90,PD13771,55.0
14107,91,PD13771,58.0
14108,92,PD13771,61.0
14109,93,PD13771,48.0
14110,94,PD13771,84.0
14111,95,PD13771,168.0
14112,0,PD14432,28.0
14113,1,PD14432,26.0
14114,2,PD14432,9.0
14115,3,PD14432,22.0
14116,4,PD14432,16.0
14117,5,PD14432,19.0
14118,6,PD14432,3.0
14119,7,PD14432,17.0
14120,8,PD14432,17.0
14121,9,PD14432,18.0
14122,10,PD14432,6.0
14123,11,PD14432,16.0
14124,12,PD14432,27.0
14125,13,PD14432,43.0
14126,14,PD14432,8.0
14127,15,PD14432,41.0
14128,16,PD14432,22.0
14129,17,PD14432,16.0
14130,18,PD14432,1.0
14131,19,PD14432,5.0
14132,20,PD14432,5.0
14133,21,PD14432,7.0
14134,22,PD14432,6.0
14135,23,PD14432,7.0
14136,24,PD14432,8.0
14137,25,PD14432,7.0
14138,26,PD14432,1.0
14139,27,PD14432,4.0
14140,28,PD14432,11.0
14141,29,PD14432,17.0
14142,30,PD14432,3.0
14143,31,PD14432,28.0
14144,32,PD14432,40.0
14145,33,PD14432,39.0
14146,34,PD14432,92.0
14147,35,PD14432,29.0
14148,36,PD14432,37.0
14149,37,PD14432,34.0
14150,38,PD14432,47.0
14151,39,PD14432,46.0
14152,40,PD14432,40.0
14153,41,PD14432,37.0
14154,42,PD14432,66.0
14155,43,PD14432,32.0
14156,44,PD14432,47.0
14157,45,PD14432,55.0
14158,46,PD14432,40.0
14159,47,PD14432,43.0
14160,48,PD14432,17.0
14161,49,PD14432,14.0
14162,50,PD14432,13.0
14163,51,PD14432,43.0
14164,52,PD14432,10.0
14165,53,PD14432,7.0
14166,54,PD14432,10.0
14167,55,PD14432,9.0
14168,56,PD14432,5.0
14169,57,PD14432,8.0
14170,58,PD14432,8.0
14171,59,PD14432,12.0
14172,60,PD14432,10.0
14173,61,PD14432,12.0
14174,62,PD14432,7.0
14175,63,PD14432,18.0
14176,64,PD14432,35.0
14177,65,PD14432,11.0
14178,66,PD14432,20.0
14179,67,PD14432,40.0
14180,68,PD14432,13.0
14181,69,PD14432,10.0
14182,70,PD14432,21.0
14183,71,PD14432,21.0
14184,72,PD14432,22.0
14185,73,PD14432,13.0
14186,74,PD14432,17.0
14187,75,PD14432,27.0
14188,76,PD14432,22.0
14189,77,PD14432,16.0
14190,78,PD14432,21.0
14191,79,PD14432,27.0
14192,80,PD14432,19.0
14193,81,PD14432,5.0
14194,82,PD14432,6.0
14195,83,PD14432,10.0
14196,84,PD14432,3.0
14197,85,PD14432,9.0
14198,86,PD14432,7.0
14199,87,PD14432,17.0
14200,88,PD14432,5.0
14201,89,PD14432,5.0
14202,90,PD14432,3.0
14203,91,PD14432,8.0
14204,92,PD14432,9.0
14205,93,PD14432,11.0
14206,94,PD14432,7.0
14207,95,PD14432,19.0
14208,0,PD14433,37.0
14209,1,PD14433,26.0
14210,2,PD14433,8.0
14211,3,PD14433,18.0
14212,4,PD14433,27.0
14213,5,PD14433,21.0
14214,6,PD14433,2.0
14215,7,PD14433,17.0
14216,8,PD14433,19.0
14217,9,PD14433,22.0
14218,10,PD14433,5.0
14219,11,PD14433,21.0
14220,12,PD14433,53.0
14221,13,PD14433,38.0
14222,14,PD14433,8.0
14223,15,PD14433,52.0
14224,16,PD14433,9.0
14225,17,PD14433,12.0
14226,18,PD14433,7.0
14227,19,PD14433,20.0
14228,20,PD14433,5.0
14229,21,PD14433,9.0
14230,22,PD14433,5.0
14231,23,PD14433,15.0
14232,24,PD14433,8.0
14233,25,PD14433,7.0
14234,26,PD14433,1.0
14235,27,PD14433,7.0
14236,28,PD14433,137.0
14237,29,PD14433,24.0
14238,30,PD14433,8.0
14239,31,PD14433,202.0
14240,32,PD14433,58.0
14241,33,PD14433,25.0
14242,34,PD14433,128.0
14243,35,PD14433,29.0
14244,36,PD14433,64.0
14245,37,PD14433,42.0
14246,38,PD14433,100.0
14247,39,PD14433,53.0
14248,40,PD14433,52.0
14249,41,PD14433,47.0
14250,42,PD14433,101.0
14251,43,PD14433,35.0
14252,44,PD14433,544.0
14253,45,PD14433,146.0
14254,46,PD14433,131.0
14255,47,PD14433,347.0
14256,48,PD14433,28.0
14257,49,PD14433,27.0
14258,50,PD14433,23.0
14259,51,PD14433,35.0
14260,52,PD14433,15.0
14261,53,PD14433,10.0
14262,54,PD14433,14.0
14263,55,PD14433,10.0
14264,56,PD14433,10.0
14265,57,PD14433,6.0
14266,58,PD14433,16.0
14267,59,PD14433,16.0
14268,60,PD14433,25.0
14269,61,PD14433,13.0
14270,62,PD14433,13.0
14271,63,PD14433,20.0
14272,64,PD14433,59.0
14273,65,PD14433,13.0
14274,66,PD14433,30.0
14275,67,PD14433,47.0
14276,68,PD14433,24.0
14277,69,PD14433,12.0
14278,70,PD14433,12.0
14279,71,PD14433,14.0
14280,72,PD14433,23.0
14281,73,PD14433,18.0
14282,74,PD14433,16.0
14283,75,PD14433,29.0
14284,76,PD14433,28.0
14285,77,PD14433,22.0
14286,78,PD14433,23.0
14287,79,PD14433,36.0
14288,80,PD14433,12.0
14289,81,PD14433,4.0
14290,82,PD14433,9.0
14291,83,PD14433,13.0
14292,84,PD14433,7.0
14293,85,PD14433,7.0
14294,86,PD14433,9.0
14295,87,PD14433,12.0
14296,88,PD14433,7.0
14297,89,PD14433,4.0
14298,90,PD14433,9.0
14299,91,PD14433,4.0
14300,92,PD14433,7.0
14301,93,PD14433,8.0
14302,94,PD14433,13.0
14303,95,PD14433,18.0
14304,0,PD14435,69.0
14305,1,PD14435,50.0
14306,2,PD14435,7.0
14307,3,PD14435,47.0
14308,4,PD14435,39.0
14309,5,PD14435,30.0
14310,6,PD14435,4.0
14311,7,PD14435,26.0
14312,8,PD14435,53.0
14313,9,PD14435,29.0
14314,10,PD14435,8.0
14315,11,PD14435,34.0
14316,12,PD14435,62.0
14317,13,PD14435,52.0
14318,14,PD14435,11.0
14319,15,PD14435,73.0
14320,16,PD14435,18.0
14321,17,PD14435,13.0
14322,18,PD14435,2.0
14323,19,PD14435,18.0
14324,20,PD14435,20.0
14325,21,PD14435,20.0
14326,22,PD14435,4.0
14327,23,PD14435,15.0
14328,24,PD14435,16.0
14329,25,PD14435,10.0
14330,26,PD14435,3.0
14331,27,PD14435,18.0
14332,28,PD14435,89.0
14333,29,PD14435,36.0
14334,30,PD14435,4.0
14335,31,PD14435,112.0
14336,32,PD14435,67.0
14337,33,PD14435,48.0
14338,34,PD14435,216.0
14339,35,PD14435,48.0
14340,36,PD14435,52.0
14341,37,PD14435,59.0
14342,38,PD14435,135.0
14343,39,PD14435,64.0
14344,40,PD14435,52.0
14345,41,PD14435,63.0
14346,42,PD14435,152.0
14347,43,PD14435,48.0
14348,44,PD14435,141.0
14349,45,PD14435,91.0
14350,46,PD14435,111.0
14351,47,PD14435,133.0
14352,48,PD14435,37.0
14353,49,PD14435,27.0
14354,50,PD14435,24.0
14355,51,PD14435,48.0
14356,52,PD14435,20.0
14357,53,PD14435,22.0
14358,54,PD14435,26.0
14359,55,PD14435,30.0
14360,56,PD14435,11.0
14361,57,PD14435,12.0
14362,58,PD14435,11.0
14363,59,PD14435,19.0
14364,60,PD14435,49.0
14365,61,PD14435,21.0
14366,62,PD14435,18.0
14367,63,PD14435,33.0
14368,64,PD14435,75.0
14369,65,PD14435,27.0
14370,66,PD14435,44.0
14371,67,PD14435,73.0
14372,68,PD14435,32.0
14373,69,PD14435,11.0
14374,70,PD14435,35.0
14375,71,PD14435,38.0
14376,72,PD14435,40.0
14377,73,PD14435,16.0
14378,74,PD14435,21.0
14379,75,PD14435,48.0
14380,76,PD14435,46.0
14381,77,PD14435,28.0
14382,78,PD14435,24.0
14383,79,PD14435,49.0
14384,80,PD14435,21.0
14385,81,PD14435,9.0
14386,82,PD14435,20.0
14387,83,PD14435,16.0
14388,84,PD14435,15.0
14389,85,PD14435,7.0
14390,86,PD14435,14.0
14391,87,PD14435,17.0
14392,88,PD14435,2.0
14393,89,PD14435,3.0
14394,90,PD14435,6.0
14395,91,PD14435,10.0
14396,92,PD14435,9.0
14397,93,PD14435,19.0
14398,94,PD14435,14.0
14399,95,PD14435,47.0
14400,0,PD14437,74.0
14401,1,PD14437,48.0
14402,2,PD14437,7.0
14403,3,PD14437,51.0
14404,4,PD14437,78.0
14405,5,PD14437,49.0
14406,6,PD14437,10.0
14407,7,PD14437,64.0
14408,8,PD14437,41.0
14409,9,PD14437,24.0
14410,10,PD14437,11.0
14411,11,PD14437,39.0
14412,12,PD14437,87.0
14413,13,PD14437,49.0
14414,14,PD14437,7.0
14415,15,PD14437,169.0
14416,16,PD14437,47.0
14417,17,PD14437,30.0
14418,18,PD14437,11.0
14419,19,PD14437,37.0
14420,20,PD14437,28.0
14421,21,PD14437,18.0
14422,22,PD14437,7.0
14423,23,PD14437,40.0
14424,24,PD14437,11.0
14425,25,PD14437,17.0
14426,26,PD14437,3.0
14427,27,PD14437,24.0
14428,28,PD14437,107.0
14429,29,PD14437,40.0
14430,30,PD14437,6.0
14431,31,PD14437,151.0
14432,32,PD14437,85.0
14433,33,PD14437,32.0
14434,34,PD14437,207.0
14435,35,PD14437,62.0
14436,36,PD14437,65.0
14437,37,PD14437,59.0
14438,38,PD14437,118.0
14439,39,PD14437,72.0
14440,40,PD14437,57.0
14441,41,PD14437,54.0
14442,42,PD14437,140.0
14443,43,PD14437,54.0
14444,44,PD14437,127.0
14445,45,PD14437,88.0
14446,46,PD14437,89.0
14447,47,PD14437,119.0
14448,48,PD14437,30.0
14449,49,PD14437,30.0
14450,50,PD14437,42.0
14451,51,PD14437,89.0
14452,52,PD14437,25.0
14453,53,PD14437,21.0
14454,54,PD14437,29.0
14455,55,PD14437,35.0
14456,56,PD14437,15.0
14457,57,PD14437,14.0
14458,58,PD14437,17.0
14459,59,PD14437,24.0
14460,60,PD14437,95.0
14461,61,PD14437,29.0
14462,62,PD14437,15.0
14463,63,PD14437,43.0
14464,64,PD14437,83.0
14465,65,PD14437,33.0
14466,66,PD14437,56.0
14467,67,PD14437,56.0
14468,68,PD14437,35.0
14469,69,PD14437,27.0
14470,70,PD14437,38.0
14471,71,PD14437,44.0
14472,72,PD14437,31.0
14473,73,PD14437,23.0
14474,74,PD14437,22.0
14475,75,PD14437,40.0
14476,76,PD14437,49.0
14477,77,PD14437,37.0
14478,78,PD14437,33.0
14479,79,PD14437,61.0
14480,80,PD14437,7.0
14481,81,PD14437,11.0
14482,82,PD14437,19.0
14483,83,PD14437,31.0
14484,84,PD14437,11.0
14485,85,PD14437,19.0
14486,86,PD14437,18.0
14487,87,PD14437,32.0
14488,88,PD14437,7.0
14489,89,PD14437,8.0
14490,90,PD14437,8.0
14491,91,PD14437,14.0
14492,92,PD14437,22.0
14493,93,PD14437,18.0
14494,94,PD14437,28.0
14495,95,PD14437,76.0
14496,0,PD14439,23.0
14497,1,PD14439,17.0
14498,2,PD14439,4.0
14499,3,PD14439,13.0
14500,4,PD14439,15.0
14501,5,PD14439,11.0
14502,6,PD14439,4.0
14503,7,PD14439,4.0
14504,8,PD14439,22.0
14505,9,PD14439,20.0
14506,10,PD14439,3.0
14507,11,PD14439,25.0
14508,12,PD14439,35.0
14509,13,PD14439,20.0
